img_path,mos
./train/j5blx3k6nr.jpg,8.57142857143
./train/qtkrjci89o.jpg,8.36121673004
./train/4p76dmf8w4.jpg,8.31081081081
./train/tg2pjt29sa.jpg,8.304
./train/j8mdgbbwv5.jpg,8.2962962963
./train/h0bcjnxb6n.jpg,8.27096774194
./train/dbyzru7d7p.jpg,8.26952141058
./train/6nqpov7wgx.jpg,8.23943661972
./train/i3frljsmzu.jpg,8.2
./train/o7xfr178em.jpg,8.19387755102
./train/435auj07z3.jpg,8.14027149321
./train/ioebi1rbk7.jpg,8.10884353741
./train/zviu4q97iy.jpg,8.1
./train/686izw7y6k.jpg,8.09239130435
./train/1kdqquclq8.jpg,8.09057971014
./train/08c4lvf9nv.jpg,8.07425742574
./train/fj6dcjkoto.jpg,8.06392694064
./train/3ilcm5asa4.jpg,8.05594405594
./train/1kmidco60y.jpg,8.04395604396
./train/5s8ha7nq9o.jpg,8.04301075269
./train/9czc57xdhn.jpg,8.02904564315
./train/ma2257bn9v.jpg,8.024
./train/jg6lcij8u8.jpg,8.01785714286
./train/g3go1pijp8.jpg,8.01339285714
./train/e3w83945yb.jpg,8.0
./train/fndq1du7au.jpg,8.0
./train/802qff7hw0.jpg,8.0
./train/obq0fcjguv.jpg,7.99378881988
./train/6d9od5fvt9.jpg,7.98744769874
./train/7vypkylc50.jpg,7.98536585366
./train/3pn5arnimu.jpg,7.97833935018
./train/gp6nqh92z0.jpg,7.9593495935
./train/959rz7o30d.jpg,7.9525
./train/dy12bot8ik.jpg,7.95027624309
./train/rlv4pff5vt.jpg,7.94495412844
./train/tqzzl42m3w.jpg,7.94262295082
./train/huq7n901lm.jpg,7.94071146245
./train/xasivbk7c8.jpg,7.9381443299
./train/2yebgqniyj.jpg,7.93658536585
./train/masfnzwkyw.jpg,7.93617021277
./train/dzaoz7da44.jpg,7.93103448276
./train/4ektvkjbp9.jpg,7.92808219178
./train/ioiqkne20s.jpg,7.92016806723
./train/hq8317dcze.jpg,7.916
./train/c4fyjs03jb.jpg,7.91176470588
./train/c33eljf8mp.jpg,7.90650406504
./train/y8nd9j1ekm.jpg,7.89250814332
./train/l1vpes9iv3.jpg,7.89010989011
./train/r2ms8kdqky.jpg,7.87405541562
./train/is2ungrxom.jpg,7.86802030457
./train/d7k7og4lce.jpg,7.86530612245
./train/d8w8lj1a46.jpg,7.86507936508
./train/9zjh0my37z.jpg,7.86153846154
./train/k4ksh3wghx.jpg,7.86098654709
./train/fbyywq9jju.jpg,7.85714285714
./train/4ql01re2jm.jpg,7.85477178423
./train/if604tc8on.jpg,7.84848484848
./train/vcul6mfnnj.jpg,7.84792626728
./train/jwbhdjdomw.jpg,7.84523809524
./train/6lttnbf4hp.jpg,7.83888888889
./train/fron8wyulg.jpg,7.83612040134
./train/i3u041o01q.jpg,7.83111111111
./train/8gwo9o9k8u.jpg,7.83108108108
./train/pzjl4id6cs.jpg,7.82456140351
./train/qbirp38tsy.jpg,7.81951219512
./train/gx7253sd4h.jpg,7.81385281385
./train/hs6j2u1ygf.jpg,7.81196581197
./train/wi4gyjnhd5.jpg,7.81012658228
./train/hha9sfhiio.jpg,7.80710659898
./train/6nulo7qqd7.jpg,7.80479452055
./train/30q0nj9ouw.jpg,7.80454545455
./train/kwqt1ux0qc.jpg,7.80403458213
./train/renewfd2ef.jpg,7.80269058296
./train/oxcpukmwrv.jpg,7.7963800905
./train/xvdg62a6ym.jpg,7.79607843137
./train/qkn1pmnhih.jpg,7.7950310559
./train/zggnc40k6c.jpg,7.79090909091
./train/k5ruuwbbn6.jpg,7.79032258065
./train/mvilml1bfa.jpg,7.78947368421
./train/yi8eqgnasw.jpg,7.78571428571
./train/obq1men3co.jpg,7.78356164384
./train/7oxichtzey.jpg,7.78048780488
./train/o1wg3k4e3a.jpg,7.77386934673
./train/8s9n318hki.jpg,7.77083333333
