img_path,mos
./train/y60w3lwwp9.jpg,8.6
./train/j5blx3k6nr.jpg,8.57142857143
./train/qtkrjci89o.jpg,8.36121673004
./train/4p76dmf8w4.jpg,8.31081081081
./train/ph0utlxt9k.jpg,8.3
./train/j8mdgbbwv5.jpg,8.2962962963
./train/h0bcjnxb6n.jpg,8.27096774194
./train/dbyzru7d7p.jpg,8.26952141058
./train/2ery8aq067.jpg,8.23270440252
./train/i3frljsmzu.jpg,8.2
./train/o7xfr178em.jpg,8.19387755102
./train/435auj07z3.jpg,8.14027149321
./train/uw0wgbvcfq.jpg,8.10408921933
./train/zviu4q97iy.jpg,8.1
./train/686izw7y6k.jpg,8.09239130435
./train/1kdqquclq8.jpg,8.09057971014
./train/pg9xoza9uq.jpg,8.07287449393
./train/fj6dcjkoto.jpg,8.06392694064
./train/3ilcm5asa4.jpg,8.05594405594
./train/1kmidco60y.jpg,8.04395604396
./train/hg8qrr3hf7.jpg,8.04210526316
./train/9czc57xdhn.jpg,8.02904564315
./train/ma2257bn9v.jpg,8.024
./train/jg6lcij8u8.jpg,8.01785714286
./train/8uix5anzib.jpg,8.00602409639
./train/e3w83945yb.jpg,8.0
./train/fndq1du7au.jpg,8.0
./train/802qff7hw0.jpg,8.0
./train/x1j3hai284.jpg,7.98918918919
./train/6d9od5fvt9.jpg,7.98744769874
./train/7vypkylc50.jpg,7.98536585366
./train/3pn5arnimu.jpg,7.97833935018
./train/hxcdd9u9ji.jpg,7.95454545455
./train/959rz7o30d.jpg,7.9525
./train/dy12bot8ik.jpg,7.95027624309
./train/rlv4pff5vt.jpg,7.94495412844
./train/5hjbixha4d.jpg,7.94117647059
./train/huq7n901lm.jpg,7.94071146245
./train/xasivbk7c8.jpg,7.9381443299
./train/2yebgqniyj.jpg,7.93658536585
./train/kldgyo8nw6.jpg,7.93273542601
./train/dzaoz7da44.jpg,7.93103448276
./train/4ektvkjbp9.jpg,7.92808219178
./train/ioiqkne20s.jpg,7.92016806723
./train/juw7jfnfuk.jpg,7.91428571429
./train/c4fyjs03jb.jpg,7.91176470588
./train/c33eljf8mp.jpg,7.90650406504
./train/y8nd9j1ekm.jpg,7.89250814332
./train/so6kmkcusx.jpg,7.88554216867
./train/r2ms8kdqky.jpg,7.87405541562
./train/is2ungrxom.jpg,7.86802030457
./train/d7k7og4lce.jpg,7.86530612245
./train/fe1pqqr31o.jpg,7.86394557823
./train/9zjh0my37z.jpg,7.86153846154
./train/k4ksh3wghx.jpg,7.86098654709
./train/fbyywq9jju.jpg,7.85714285714
